category,language_pair,src_lang,tgt_lang,direction,late_submission,system_type,team,system,instrument,score
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,47.9
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,CHRF++,68.52
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BERTScore,95.69
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,COMET,82.74
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,BLEU,37.81
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,METEOR,70.27
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,TER,44.56
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,CHRF++,65.55
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,BERTScore,95.77
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Winterpeg,Winterpeg_primary,COMET,82.68
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,BLEU,36.39
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,METEOR,70.3
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,TER,50.15
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,CHRF++,65.7
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,BERTScore,95.67
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,COMET,82.44
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,PANINI,PANINI_primary,BLEU,35.79
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,PANINI,PANINI_primary,METEOR,71.98
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,PANINI,PANINI_primary,TER,49.72
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,PANINI,PANINI_primary,CHRF++,66.08
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,PANINI,PANINI_primary,BERTScore,95.74
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,PANINI,PANINI_primary,COMET,82.9
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,BLEU,33.52
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,METEOR,70.51
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,TER,50.03
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,CHRF++,63.81
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,BERTScore,95.38
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,COMET,81.69
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_NLLB,BLEU,32.36
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_NLLB,METEOR,67.01
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_NLLB,TER,54.87
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_NLLB,CHRF++,62.68
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_NLLB,BERTScore,95.04
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_NLLB,COMET,80.51
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,BLEU,26.56
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,METEOR,62.47
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,TER,63.97
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,CHRF++,57.79
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,BERTScore,94.69
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,BVSLP,BVSLP_primary,COMET,80.74
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_Sarvam,BLEU,23.61
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_Sarvam,METEOR,59.02
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_Sarvam,TER,68.42
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_Sarvam,CHRF++,55.59
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_Sarvam,BERTScore,93.39
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_Sarvam,COMET,75.02
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,EROL,EROL_primary,BLEU,22.47
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,EROL,EROL_primary,METEOR,56.6
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,EROL,EROL_primary,TER,69.41
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,EROL,EROL_primary,CHRF++,53.04
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,EROL,EROL_primary,BERTScore,94.27
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,EROL,EROL_primary,COMET,80.15
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,BLEU,22.43
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,METEOR,52.01
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,TER,63.42
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,CHRF++,48.89
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,BERTScore,94.58
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,primary,VoxNexus-Translate,VoxNexus-Translate_primary,COMET,79.97
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Akiba-NLP,Akiba-NLP_primary,BLEU,0.5
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Akiba-NLP,Akiba-NLP_primary,METEOR,12.54
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Akiba-NLP,Akiba-NLP_primary,TER,292.36
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Akiba-NLP,Akiba-NLP_primary,CHRF++,18.09
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Akiba-NLP,Akiba-NLP_primary,BERTScore,83.19
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,Akiba-NLP,Akiba-NLP_primary,COMET,47.14
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_IndicTrans2,BLEU,0.28
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_IndicTrans2,METEOR,8.8
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_IndicTrans2,TER,123.41
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_IndicTrans2,CHRF++,16.21
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_IndicTrans2,BERTScore,84.31
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,NLP-MT_Amrita,NLP-MT_Amrita_Primary_IndicTrans2,COMET,47.85
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,IndicMT,IndicMT_primary,BLEU,0.1
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,IndicMT,IndicMT_primary,METEOR,3.77
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,IndicMT,IndicMT_primary,TER,177.57
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,IndicMT,IndicMT_primary,CHRF++,12.08
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,IndicMT,IndicMT_primary,BERTScore,82.32
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,primary,IndicMT,IndicMT_primary,COMET,41.94
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,BLEU,45.93
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,METEOR,77.32
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,TER,40.27
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,CHRF++,72.37
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,BERTScore,96.85
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,gators,gators_contrastive,COMET,85.97
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,40.84
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,74.57
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,45.79
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,CHRF++,69.49
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BERTScore,96.33
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,COMET,84.09
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,constrained,DoDS-IITPKD,DoDS-IITPKD_constrained,BLEU,37.75
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,constrained,DoDS-IITPKD,DoDS-IITPKD_constrained,METEOR,73.49
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,constrained,DoDS-IITPKD,DoDS-IITPKD_constrained,TER,49.01
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,constrained,DoDS-IITPKD,DoDS-IITPKD_constrained,CHRF++,68.0
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,constrained,DoDS-IITPKD,DoDS-IITPKD_constrained,BERTScore,95.75
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,constrained,DoDS-IITPKD,DoDS-IITPKD_constrained,COMET,82.77
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,BLEU,30.59
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,METEOR,68.09
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,TER,59.01
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,CHRF++,63.12
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,BERTScore,94.95
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,True,contrastive,BVSLP,BVSLP_contrastive,COMET,81.14
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,BLEU,22.64
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,METEOR,61.99
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,TER,71.33
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,CHRF++,59.07
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,BERTScore,92.69
Category 1,Manipuri(Bengali) to English,mni_Beng,eng_Latn,indic2en,False,contrastive,RozarNLP-cr7,RozarNLP-cr7_contrastive,COMET,72.13
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,gators,gators_primary,BLEU,16.24
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,gators,gators_primary,METEOR,38.02
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,gators,gators_primary,TER,68.9
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,gators,gators_primary,CHRF++,52.65
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,gators,gators_primary,BERTScore,98.5
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,gators,gators_primary,COMET,91.28
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,MTG-LIRA,MTG-LIRA_primary,BLEU,12.63
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,MTG-LIRA,MTG-LIRA_primary,METEOR,30.38
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,MTG-LIRA,MTG-LIRA_primary,TER,73.03
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,MTG-LIRA,MTG-LIRA_primary,CHRF++,46.0
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,MTG-LIRA,MTG-LIRA_primary,BERTScore,97.15
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,MTG-LIRA,MTG-LIRA_primary,COMET,90.85
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,PANINI,PANINI_primary,BLEU,9.6
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,PANINI,PANINI_primary,METEOR,27.55
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,PANINI,PANINI_primary,TER,81.18
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,PANINI,PANINI_primary,CHRF++,45.87
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,PANINI,PANINI_primary,BERTScore,98.85
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,PANINI,PANINI_primary,COMET,92.31
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,DELAB-IIITM,DELAB-IIITM_primary,BLEU,5.1
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,DELAB-IIITM,DELAB-IIITM_primary,METEOR,20.04
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,DELAB-IIITM,DELAB-IIITM_primary,TER,86.42
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,DELAB-IIITM,DELAB-IIITM_primary,CHRF++,38.36
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,DELAB-IIITM,DELAB-IIITM_primary,BERTScore,97.67
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,DELAB-IIITM,DELAB-IIITM_primary,COMET,88.58
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,EROL,EROL_primary,BLEU,3.96
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,EROL,EROL_primary,METEOR,19.8
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,EROL,EROL_primary,TER,118.02
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,EROL,EROL_primary,CHRF++,41.39
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,EROL,EROL_primary,BERTScore,96.76
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,EROL,EROL_primary,COMET,84.75
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,True,primary,BVSLP,BVSLP_primary,BLEU,3.82
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,True,primary,BVSLP,BVSLP_primary,METEOR,12.37
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,True,primary,BVSLP,BVSLP_primary,TER,102.3
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,True,primary,BVSLP,BVSLP_primary,CHRF++,27.68
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,True,primary,BVSLP,BVSLP_primary,BERTScore,96.23
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,True,primary,BVSLP,BVSLP_primary,COMET,87.54
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,BLEU,3.56
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,METEOR,18.86
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,TER,122.0
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,CHRF++,38.99
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,BERTScore,96.81
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,KrenTransV0-1,KrenTransV0-1_primary,COMET,85.13
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,BLEU,3.46
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,METEOR,17.98
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,TER,119.2
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,CHRF++,38.6
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,BERTScore,96.67
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,RozarNLP-cr7,RozarNLP-cr7_primary,COMET,84.57
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,Winterpeg,Winterpeg_primary,BLEU,0.0
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,Winterpeg,Winterpeg_primary,METEOR,2.27
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,Winterpeg,Winterpeg_primary,TER,101.91
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,Winterpeg,Winterpeg_primary,CHRF++,12.49
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,Winterpeg,Winterpeg_primary,BERTScore,94.16
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,primary,Winterpeg,Winterpeg_primary,COMET,77.39
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,gators,gators_contrastive-Mtei,BLEU,16.62
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,gators,gators_contrastive-Mtei,METEOR,38.35
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,gators,gators_contrastive-Mtei,TER,68.95
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,gators,gators_contrastive-Mtei,CHRF++,52.85
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,gators,gators_contrastive-Mtei,BERTScore,98.53
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,gators,gators_contrastive-Mtei,COMET,91.34
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,DELAB-IIITM,DELAB-IIITM_contrastive,BLEU,3.55
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,DELAB-IIITM,DELAB-IIITM_contrastive,METEOR,18.94
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,DELAB-IIITM,DELAB-IIITM_contrastive,TER,121.96
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,DELAB-IIITM,DELAB-IIITM_contrastive,CHRF++,39.02
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,DELAB-IIITM,DELAB-IIITM_contrastive,BERTScore,96.81
Category 1,English to Manipuri(Meitei Mayek),eng_Latn,mni_Mtei,en2indic,False,contrastive,DELAB-IIITM,DELAB-IIITM_contrastive,COMET,85.09
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,gators,gators_primary,BLEU,38.61
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,gators,gators_primary,METEOR,70.96
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,gators,gators_primary,TER,47.73
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,gators,gators_primary,CHRF++,66.38
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,gators,gators_primary,BERTScore,96.25
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,gators,gators_primary,COMET,81.16
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,BLEU,37.53
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,METEOR,70.38
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,TER,49.7
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,CHRF++,65.91
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,BERTScore,95.93
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,TIP-RBG-AI,TIP-RBG-AI_primary,COMET,79.99
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,PANINI,PANINI_primary,BLEU,36.56
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,PANINI,PANINI_primary,METEOR,70.29
Category 1,Manipuri(Meitei Mayek) to English,mni_Mtei,eng_Latn,indic2en,False,primary,PANINI,PANINI_primary,TER,49.12
