category,language_pair,src_lang,tgt_lang,direction,late_submission,system_type,team,system,instrument,score
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,ROUGE-L,0.5061681862
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,chrF,48.54899865
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,69.48960815
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BLEU,14.25614798
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,METEOR,0.4147815416
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,ROUGE-L,0.5154683586
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,chrF,48.51168291
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,72.21855895
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,BLEU,12.45218839
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,METEOR,0.3678127093
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,ROUGE-L,0.509173632
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,chrF,47.53181497
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,TER,78.69034292
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,12.43661269
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.3586703451
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.4762451692
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,46.83397031
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,76.47227329
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,BLEU,11.06436059
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,METEOR,0.3246236159
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,ROUGE-L,0.4531955115
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,chrF,40.82822055
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,TER,69.1963621
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BLEU,10.38313299
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,METEOR,0.5370998183
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,ROUGE-L,0.5757665644
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,chrF,55.08873047
,English to Mizo,eng_Latn,lus_Latn,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,86.84104565
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,BLEU,18.45437776
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,METEOR,0.6686623265
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,ROUGE-L,0.6839634063
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,chrF,63.13297776
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,TER,61.59562599
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,TranssionMT,TranssionMT_contrastive2,Cos Similarity,0.9153151261
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,BLEU,12.29752332
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,METEOR,0.5778538243
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,ROUGE-L,0.6198827556
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,chrF,58.13816101
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,TER,78.81025092
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,JU-NLP,JU-NLP_primary,Cos Similarity,0.8888537942
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,11.91846675
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.5573688534
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.5876063057
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,55.76474655
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,79.95552101
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,Cos Similarity,0.8705796971
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,11.81278264
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,0.5435136779
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,ROUGE-L,0.5808951531
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,chrF,55.1726677
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,74.39143682
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,Cos Similarity,0.8648782729
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BLEU,10.38313299
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,METEOR,0.5370998183
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,ROUGE-L,0.5757665644
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,chrF,55.08873047
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,86.84104565
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,Cos Similarity,0.8735107363
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,BLEU,0.006726038216
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,METEOR,0.0005363609599
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,ROUGE-L,0.002137528567
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,chrF,6.123013417
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,TER,160.062555
,Mizo to English,lus_Latn,eng_Latn,indic2en,False,contrastive,SRIB-NMT,SRIB-NMT_contrastive,Cos Similarity,0.06491689833
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,BLEU,11.58838041
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,METEOR,0.4139013674
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,ROUGE-L,0.511060092
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,chrF,49.84634873
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,TER,74.08678474
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,Cos Similarity,0.7864893778
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,BLEU,11.25410083
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,METEOR,0.4035840794
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,ROUGE-L,0.5133379494
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,chrF,49.36244531
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,TER,73.78910769
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,Cos Similarity,0.7834296088
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,BLEU,11.13414611
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,METEOR,0.4164709259
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,ROUGE-L,0.5056833559
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,chrF,48.91834061
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,TER,74.16527059
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,Cos Similarity,0.7978091533
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,9.616205897
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.368873496
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.387423823
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,49.42518172
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,93.23034478
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,Cos Similarity,0.624162171
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,BLEU,5.418704633
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,METEOR,0.3073814662
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,ROUGE-L,0.3712535553
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,chrF,41.36738499
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,TER,105.6120009
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,Cos Similarity,0.6869042956
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,BLEU,1.265720997
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,METEOR,0.08570497709
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,ROUGE-L,0.1209426549
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,chrF,23.43757552
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,TER,138.2275251
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,primary,A3-108,A3-108_primary,Cos Similarity,0.2111136451
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,BLEU,1.255728388
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,METEOR,0.08275908786
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,ROUGE-L,0.1191461587
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,chrF,23.2949346
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,TER,139.4495306
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive2,Cos Similarity,0.2032864578
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,BLEU,1.194216712
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,METEOR,0.08082052444
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,ROUGE-L,0.1158055226
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,chrF,22.97578821
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,TER,145.2651865
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,contrastive,A3-108,A3-108_contrastive1,Cos Similarity,0.2051905831
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,BLEU,1.188538122
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,METEOR,0.08110624897
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,ROUGE-L,0.1127428773
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,chrF,23.35450121
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,TER,147.9239119
,Nyishi to English,njz_Latn,eng_Latn,indic2en,False,constrained,A3-108,A3-108_constraint,Cos Similarity,0.2006403892
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,BLEU,6.212513249
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,METEOR,0.2096987312
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,ROUGE-L,0.2827443035
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,chrF,34.01303427
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,TER,81.53039405
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,BLEU,5.91939203
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,METEOR,0.2032408978
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,ROUGE-L,0.2738966068
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,chrF,34.0771925
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,TER,82.82973314
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,BLEU,3.915801764
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,METEOR,0.1321158218
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,ROUGE-L,0.1904924228
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,chrF,29.37778621
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,TER,87.7716448
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,BLEU,3.400061168
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,METEOR,0.1053966301
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,ROUGE-L,0.1798712756
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,chrF,24.58056958
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,NLPTng-NITAP,NLPTng-NITAP_primary,TER,92.87401632
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,2.445767824
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.079718201
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.16043787
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,12.57031137
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,97.19494338
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,BLEU,1.227988216
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,METEOR,0.04933764599
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,ROUGE-L,0.07818665013
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,chrF,20.20936714
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive2,TER,120.4597139
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,A3-108,A3-108_primary,BLEU,1.187016456
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,A3-108,A3-108_primary,METEOR,0.04917642828
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,A3-108,A3-108_primary,ROUGE-L,0.07811103242
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,A3-108,A3-108_primary,chrF,20.36797933
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,primary,A3-108,A3-108_primary,TER,123.9258447
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,BLEU,1.184266622
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,METEOR,0.04955029445
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,ROUGE-L,0.07707694541
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,chrF,20.43245218
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,contrastive,A3-108,A3-108_contrastive1,TER,124.4045703
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,BLEU,1.172981197
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,METEOR,0.05031881642
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,ROUGE-L,0.07695966979
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,chrF,20.65414309
,English to Nyishi,eng_Latn,njz_Latn,en2indic,False,constrained,A3-108,A3-108_constraint,TER,127.1326973
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,24.96674951
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,0.5189208904
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,ROUGE-L,0.1687777778
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,chrF,67.80550492
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,51.50265867
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BLEU,24.44868688
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,METEOR,0.5126346512
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,ROUGE-L,0.1684904762
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,chrF,67.70727358
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,51.84296487
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,JU-NLP,JU-NLP_primary,BLEU,19.70835621
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,JU-NLP,JU-NLP_primary,METEOR,0.4549672075
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,JU-NLP,JU-NLP_primary,ROUGE-L,0.1694428571
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,JU-NLP,JU-NLP_primary,chrF,62.47233826
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,JU-NLP,JU-NLP_primary,TER,64.97096299
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,Transformers,Transformers_contrastive,BLEU,19.29659051
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,Transformers,Transformers_contrastive,METEOR,0.4524639224
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,Transformers,Transformers_contrastive,ROUGE-L,0.1677333333
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,Transformers,Transformers_contrastive,chrF,67.28590963
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,Transformers,Transformers_contrastive,TER,72.92298334
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,BLEU,10.17727093
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,METEOR,0.2830076363
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,ROUGE-L,0.1604
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,chrF,46.87069374
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,TER,71.08561398
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DPKM,DPKM_primary,BLEU,4.379583734
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DPKM,DPKM_primary,METEOR,0.1317545552
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DPKM,DPKM_primary,ROUGE-L,0.009
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DPKM,DPKM_primary,chrF,35.49704213
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,DPKM,DPKM_primary,TER,92.5604256
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,BVSLP,BVSLP_primary,BLEU,1.350078456
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,BVSLP,BVSLP_primary,METEOR,0.04016354522
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,BVSLP,BVSLP_primary,ROUGE-L,0.1678
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,BVSLP,BVSLP_primary,chrF,17.05109642
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,BVSLP,BVSLP_primary,TER,106.111629
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,CITK_MT,CITK_MT_primary,BLEU,0.3106045292
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,CITK_MT,CITK_MT_primary,METEOR,0.01875594452
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,CITK_MT,CITK_MT_primary,ROUGE-L,0.002595238095
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,CITK_MT,CITK_MT_primary,chrF,7.235394682
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,primary,CITK_MT,CITK_MT_primary,TER,808.9101286
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,0.2047914219
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.006037416908
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.02716098904
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,0.8138721309
,English to Bodo,eng_Latn,brx_Deva,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,131.9585726
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,BLEU,22.11376078
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,METEOR,0.6288705184
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,ROUGE-L,0.6879799928
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,chrF,63.54545465
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,TER,52.83966371
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,DoDS-IITPKD,DoDS-IITPKD_contrastive,Cos Similarity,0.8965516521
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,BLEU,21.67703219
